Issue URL,Fix URL,Ecosystem,Symptom,Root cause,Operating System/Platform,OS Sensitivity,Supported OSs/Platforms,System state,System State Observations,Test Input,Oracle,Component
https://github.com/dhoer/chef-chrome/issues/7,https://github.com/dhoer/chef-chrome/commit/0361a1de65c29d40fe2e840826f747cdc5509c31,Chef,Internal error (crash),Bugs related to hardcoded values,Windows,Windows,All,State agnostic,,URL (windows package),Valid configuration fails,Configuration
https://github.com/sous-chefs/firewall/issues/32,https://github.com/sous-chefs/firewall/pull/33,Chef,Misconfiguration,Incorrect identification of system state deviations,Independent,Insensitive,All,Managed state,service (firewall); object (firewall rule),IP;args (firewall);firewall rule;network,Service does not work properly,Code
https://github.com/sous-chefs/nfs/issues/91,https://github.com/sous-chefs/nfs/pull/92,Chef,Misconfiguration,Compatibility issue with the OS/platform,RedHat,RedHat (version),RedHat;Debian;Ubuntu,Managed state,"service (nfs); package (OS, version)",,Other/Domain-specific oracle,Configuration
https://github.com/sous-chefs/rsync/issues/18,https://github.com/sous-chefs/rsync/commit/f117bf7863dc583d9f1a9777b96daf6f29f5f567,Chef,Misconfiguration,Compatibility issue with dependency,Independent,Insensitive,RedHat;Debian;Ubuntu;Amazon Linux;CentOS,Unmanaged state,IaC (version),,Examining file system state,Code
https://github.com/lusis/chef-kibana/issues/20,https://github.com/lusis/chef-kibana/pull/21,Chef,External configuration failure,Compatibility issue with dependency,Independent,Insensitive,All,Managed state,"package (OS, version); service (kibana)",,Valid configuration fails,Configuration
https://github.com/sous-chefs/lvm/issues/141,https://github.com/sous-chefs/lvm/pull/142,Chef,Misleading report,Resilience bugs,Independent,Insensitive,RedHat;Ubuntu;Debian;Amazon Linux;CentOS,Unmanaged state,"object (lvm volume group, size)",file,Improprer diagnostic message,Code
https://github.com/sous-chefs/logrotate/issues/155,https://github.com/sous-chefs/logrotate/pull/158,Chef,Misconfiguration,Template bugs,Independent,Insensitive,All,State agnostic,,file;filepath;args (file);args (logrotate),Examining file system state,Configuration
https://github.com/sous-chefs/java/issues/422,https://github.com/sous-chefs/java/pull/423,Chef,External configuration failure,Bugs related to hardcoded values,Independent,Insensitive,Ubuntu;Debian;CentOS;RedHat;Fedora;Amazon Linux,State agnostic,,URL,Valid configuration fails,Configuration
https://github.com/sous-chefs/confluence/issues/123,https://github.com/sous-chefs/confluence/pull/124,Chef,External configuration failure,Template bugs,Independent,Insensitive,RedHat;Ubuntu;CentOS,State agnostic,,,Valid configuration fails,Configuration
https://github.com/sous-chefs/jenkins/issues/399,https://github.com/sous-chefs/jenkins/pull/401,Chef,External configuration failure,Compatibility issue with the OS/platform,Windows,Windows,All,Managed state,service (jenkins),service update,Valid configuration fails,Code
https://github.com/sous-chefs/tomcat/issues/277,https://github.com/sous-chefs/tomcat/pull/298,Chef,Internal error (crash),API inconsistency bugs,Independent,Insensitive,Fedora;Ubuntu;CentOS;Debian;RedHat,Unmanaged state,file,file;filepath,Valid configuration fails,Code
https://github.com/sous-chefs/docker/issues/903,https://github.com/sous-chefs/docker/pull/908,Chef,External configuration failure,Compatibility issue with the OS/platform,Debian,Debian (version),Amazon Linux;Debian;Fedora;Ubuntu;CentOS,State agnostic,,version (docker-ce),Valid configuration fails,Code
https://github.com/ansible-collections/community.mysql/issues/256,https://github.com/ansible-collections/community.mysql/pull/403,Ansible,Misconfiguration,Resilience bugs,Independent,Insensitive,All,Unmanaged state,service (db),file;args (mysql);command options;filepath,Examining file system state,Code
https://github.com/ansible-collections/community.general/issues/1500,https://github.com/ansible-collections/community.general/pull/1517,Ansible,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,All,State agnostic,,interface;args (nmcli);network,Valid configuration fails,Code
https://github.com/ansible-collections/ansible.posix/issues/255,https://github.com/ansible-collections/ansible.posix/pull/297,Ansible,Misleading report,Incorrect validation of user input,Independent,Insensitive,Debian;Ubuntu;Linux,State agnostic,,args (firewalld);network,Improprer diagnostic message,Code
https://github.com/ansible-collections/community.general/issues/1410,https://github.com/ansible-collections/community.general/pull/1715,Ansible,Misleading report,API inconsistency bugs,Independent,Insensitive,All,Unmanaged state,service (proxmox),args(kvm);service connection,Logs,Code
https://github.com/netbox-community/ansible_modules/issues/452,https://github.com/netbox-community/ansible_modules/pull/453,Ansible,Misconfiguration,Compatibility issue with dependency,Independent,Insensitive,All,Unmanaged state,IaC (version); service (netbox),service connection;URL;args (netbox);token,Logs,Code
https://github.com/ansible-collections/community.grafana/issues/170,https://github.com/ansible-collections/community.grafana/pull/226,Ansible,Internal error (crash),Incorrect validation of user input,Independent,Insensitive,All,Unmanaged state,"service (grafana); object (grafana_datasource, exists)",args (grafana);URL;service connection,Valid configuration fails,Code
https://github.com/ansible-collections/cisco.ios/issues/782,https://github.com/ansible-collections/cisco.ios/pull/790,Ansible,Idempotency issue,Incorrect identification of system state deviations,device (Cisco IOS),Insensitive,device (Cisco IOS),Managed state,multiple execution,network,Task execution mismatch,Code
https://github.com/ansible-collections/community.docker/issues/72,https://github.com/ansible-collections/community.docker/pull/73,Ansible,Internal error (crash),Compatibility issue with dependency,Independent,Insensitive,All,Unmanaged state,"file (docker image);package (pip, docker-py, version)",args (docker);filepath,Valid configuration fails,Code
https://github.com/ansible-collections/community.digitalocean/issues/174,https://github.com/ansible-collections/community.digitalocean/pull/188,Ansible,Misleading report,API inconsistency bugs,Independent,Insensitive,All,Unmanaged state,"object (cloud, account)",cloud;args (digitalocean vpc),Logs,Code
https://github.com/ansible-collections/community.general/issues/1394,https://github.com/ansible-collections/community.general/pull/1538,Ansible,Misconfiguration,Incorrect identification of current system state,Independent,Insensitive,All,Unmanaged state,file (content);,args (PAM);domain,Examining file system state,Code
https://github.com/ansible-collections/community.postgresql/issues/314,https://github.com/ansible-collections/community.postgresql/pull/344,Ansible,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,All,Unmanaged state,service (db),db,Valid configuration fails,Code
https://github.com/ansible-collections/community.general/issues/5142,https://github.com/ansible-collections/community.general/pull/6774,Ansible,Internal error (crash),Incorrect identification of system state deviations,Independent,Insensitive,All,Unmanaged state,file (locales),locales;args(locale),Valid configuration fails,Code
https://github.com/ansible-collections/community.aws/issues/1471,https://github.com/ansible-collections/community.aws/pull/1627,Ansible,Internal error (crash),Incorrect identification of current system state,Independent,Insensitive,All,Unmanaged state,"object (cloud, account)",service update;args (AWS SSM),Valid configuration fails,Code
https://github.com/ansible-collections/ansible.windows/issues/272,https://github.com/ansible-collections/ansible.windows/pull/273,Ansible,External configuration failure,Incorrect command construction/execution,Windows,Insensitive,Windows,State agnostic,,command;args (Windows Updates0,Valid configuration fails,Code
https://github.com/ansible-collections/community.general/issues/4683,https://github.com/ansible-collections/community.general/pull/6105,Ansible,Idempotency issue,Incorrect command construction/execution,Independent,Insensitive,All,Managed state,multiple execution,args (nmcli);network,Task execution mismatch,Code
https://github.com/ansible-collections/community.general/issues/3244,https://github.com/ansible-collections/community.general/pull/3256,Ansible,Internal error (crash),Incorrect command construction/execution,Univention Corporate Server,Insensitive,All,State agnostic,,IP;network;args (DNS),Valid configuration fails,Code
https://github.com/ansible/ansible/issues/63919,https://github.com/ansible/ansible/pull/63921,Ansible,External configuration failure,Unsound system operations,Independent,Insensitive,All,State agnostic,,file;filepath,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/55938,https://github.com/ansible/ansible/pull/56013,Ansible,Misconfiguration,Incorrect conversion/serialization of user input,RedHat,RedHat,All,Managed state,"package (OS, present)",package;package name,Examing installed packages,Code
https://github.com/ansible/ansible/issues/40332,https://github.com/ansible/ansible/pull/40338,Ansible,Internal error (crash),Incorrect command construction/execution,RedHat,RedHat,All,Unmanaged state,file (locales),package;package name,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/70589,https://github.com/ansible/ansible/pull/70600,Ansible,Misconfiguration,Unsound system operations,Independent,Insensitive,All,Unmanaged state,file,file;filepath,Examining file system state,Code
https://github.com/voxpupuli/puppet-prometheus/issues/192,https://github.com/voxpupuli/puppet-prometheus/pull/193,Puppet,External configuration failure,Bugs related to hardcoded values,Independent,Insensitive,All,State agnostic,,,Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-openldap/issues/333,https://github.com/voxpupuli/puppet-openldap/pull/335/files,Puppet,Misconfiguration,Incorrect data type,Independent,Insensitive,All,Managed state,service (ldap),service connection;args (openldap),Other/Domain-specific oracle,Configuration
https://github.com/alphagov/puppet-graphite/issues/41,https://github.com/alphagov/puppet-graphite/pull/42,Puppet,Misconfiguration,Template bugs,Independent,Insensitive,All,State agnostic,,,Service does not work properly,Configuration
https://github.com/voxpupuli/puppet-collectd/issues/964,https://github.com/voxpupuli/puppet-collectd/pull/965,Puppet,Misconfiguration,Template bugs,Independent,Insensitive,RedHat;Ubuntu;Debian;Linux;CentOS;FreeBSD,Managed state,service (collectd),args (collectd),Examining file system state,Configuration
https://github.com/voxpupuli/puppet-elasticsearch/issues/107,https://github.com/voxpupuli/puppet-elasticsearch/commit/0270e33c05c55968bfc3a30c9c6e1b7d6460614e,Puppet,Misconfiguration,Incorrect command construction/execution,Independent,Insensitive,All,Managed state,service (elasticsearch),args (elasticsearch);package (elasticsearch-plugin),Service does not work properly,Configuration
https://github.com/voxpupuli/puppet-jira/issues/315,https://github.com/voxpupuli/puppet-jira/pull/368,Puppet,Misconfiguration,Dependency bugs,Independent,Insensitive,RedHat;Ubuntu;Linux;CentOS,Unmanaged state,"file (systemd, content)",,Service does not work properly,Configuration
https://github.com/djjudas21/puppet-freeradius/issues/94,https://github.com/djjudas21/puppet-freeradius/commit/5acd58d218f12b6813f92790cc9a89627565e114,Puppet,Misconfiguration,Template bugs,Independent,Insensitive,All,State agnostic,,,Service does not work properly,Configuration
https://github.com/leoarnold/puppet-cups/issues/28,https://github.com/leoarnold/puppet-cups/commit/72a349a53165fac31c8d7c543f641af2868516b7,Puppet,External configuration failure,API inconsistency bugs,Independent,Insensitive,RedHat;Ubuntu;Debian;CentOS,Unmanaged state,host,args (CUPS);URI,Valid configuration fails,Code
https://github.com/voxpupuli/puppet-collectd/issues/390,https://github.com/voxpupuli/puppet-collectd/pull/391,Puppet,Misconfiguration,Template bugs,Independent,Insensitive,RedHat;Ubuntu;Debian;Linux;CentOS;FreeBSD,Unmanaged state,service (collectd); file (python script),file;args (collectd),Examining file system state,Configuration
https://github.com/voxpupuli/puppet-mongodb/issues/438,https://github.com/voxpupuli/puppet-mongodb/pull/442,Puppet,Misconfiguration,Compatibility issue with dependency,Independent,Insensitive,RedHat;Ubuntu;Debian;Linux,Managed state,"service (db); object (db, configuration)",auth;args (mongodb);db,Valid configuration fails,Code
https://github.com/voxpupuli/puppet-collectd/issues/184,https://github.com/voxpupuli/puppet-collectd/commit/462b312f8ac5625a74340cde3887b4fdfff0cf1f,Puppet,External configuration failure,Compatibility issue with the OS/platform,RedHat/CentOS,RedHat/CentOS,RedHat;Ubuntu;Debian;Linux;CentOS;FreeBSD,Unmanaged state,"service (collectd); package (OS, qemu)",URI;args (collectd),Valid configuration fails,Configuration
https://github.com/example42/puppet-network/issues/344,https://github.com/example42/puppet-network/pull/348,Puppet,Misconfiguration,Dependency bugs,Debian,Debian,RedHat;Ubuntu;Debian;Linux;CentOS;FreeBSD;Solaris,Managed state,multiple execution,"args (interface, config);network",Service does not work properly,Configuration
https://github.com/blackknight36/puppet-bacula/issues/18,https://github.com/blackknight36/puppet-bacula/commit/de989097449068dac801b44d2587dcaa16c6ae93,Puppet,External configuration failure,Resilience bugs,Independent,Insensitive,All,State agnostic,,,Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-nodejs/issues/335,https://github.com/voxpupuli/puppet-nodejs/pull/347,Puppet,Misconfiguration,Compatibility issue with the OS/platform,Debian,Debian,All,State agnostic,,package;args (nodejs),Examing installed packages,Configuration
https://github.com/voxpupuli/puppet-snmp/issues/81,https://github.com/voxpupuli/puppet-snmp/commit/1f133332cd25df0bdbe2585622c1b3201c735341,Puppet,Misconfiguration,Bugs related to hardcoded values,Independent,Insensitive,All,State agnostic,,,Examining file system state,Configuration
https://github.com/voxpupuli/puppet-elasticsearch/issues/362,https://github.com/voxpupuli/puppet-elasticsearch/pull/366,Puppet,Misconfiguration,Template bugs,Independent,Insensitive,All,State agnostic,,args (elasticsearch);host,Service does not work properly,Configuration
https://github.com/voxpupuli/puppet-nftables/issues/143,https://github.com/voxpupuli/puppet-nftables/pull/144,Puppet,Internal error (crash),Incorrect conversion/serialization of user input,Independent,Insensitive,All,Unmanaged state,"object (bridge, conf)",network,Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-elasticsearch/issues/186,https://github.com/voxpupuli/puppet-elasticsearch/pull/224,Puppet,Misconfiguration,Incorrect conversion/serialization of user input,Independent,Insensitive,All,Managed state,service (elasticsearch),file;filepath;args (elasticsearch),Examining file system state,Configuration
https://github.com/voxpupuli/puppet-systemd/issues/234,https://github.com/voxpupuli/puppet-systemd/pull/277,Puppet,Misconfiguration,Dependency bugs,Independent,Insensitive,All,Unmanaged state,file; service (nginx),args (systemd);file,Service does not work properly,Configuration
https://github.com/voxpupuli/puppet-consul/issues/119,https://github.com/voxpupuli/puppet-consul/pull/156/files,Puppet,External configuration failure,Incorrect conversion/serialization of user input,Independent,Insensitive,All,State agnostic,,port;args (consul),Valid configuration fails,Code
https://github.com/sous-chefs/mysql/issues/632,https://github.com/sous-chefs/mysql/pull/639,Chef,Internal error (crash),Compatibility issue with dependency,Independent,Insensitive,All,Unmanaged state,IaC (version),package;ip;args (mysql);IP;version (mysql);auth,Valid configuration fails,Code
https://github.com/sous-chefs/firewall/issues/201,https://github.com/sous-chefs/firewall/pull/202,Chef,External configuration failure,Compatibility issue with the OS/platform,Debian,Debian (version),All,State agnostic,,network,Valid configuration fails,Code
https://github.com/sous-chefs/docker/issues/444,https://github.com/sous-chefs/docker/pull/447,Chef,Idempotency issue,Incorrect identification of current system state,Independent,Insensitive,Amazon Linux;Debian;Fedora;Ubuntu;CentOS,Managed state,multiple execution; service (docker); file (dockerconfig); service (fluentd),args (docker service);uri (service fluentd),Task execution mismatch,Code
https://github.com/philicious/spacewalk-client-chef/issues/5,https://github.com/philicious/spacewalk-client-chef/commit/ca053582f00233be5fc2efe0855dcab862a79487,Chef,External configuration failure,Compatibility issue with the OS/platform,RedHat/CentOS,RedHat/CentOS (version),Ubuntu;CentOS;RedHat,State agnostic,,,Valid configuration fails,Configuration
https://github.com/sous-chefs/dhcp/issues/45,https://github.com/sous-chefs/dhcp/pull/46,Chef,Internal error (crash),Incorrect conversion/serialization of user input,Independent,Insensitive,All,State agnostic,,IP;args (dhcp);network,Valid configuration fails,Code
https://github.com/sous-chefs/haproxy/issues/378,https://github.com/sous-chefs/haproxy/pull/379,Chef,Internal error (crash),API inconsistency bugs,Independent,Insensitive,Debian;Ubuntu;CentOS;Fedora;Amazon Linux,State agnostic,,file;args (haproxy);filepath,Valid configuration fails,Code
https://github.com/chef-boneyard/openssl/issues/10,https://github.com/chef-boneyard/openssl/pull/11,Chef,Internal error (crash),Compatibility issue with dependency,Independent,Insensitive,All,Unmanaged state,PL (version),,Valid configuration fails,Code
https://github.com/sous-chefs/golang/issues/88,https://github.com/sous-chefs/golang/pull/89,Chef,Misconfiguration,Incorrect command construction/execution,Independent,Insensitive,Debian;Ubuntu;CentOS;RedHat;Amazon Linux,State agnostic,,,Examing installed packages,Configuration
https://github.com/lusis/chef-kibana/issues/112,https://github.com/lusis/chef-kibana/commit/ab356192731b3727c1d4742619254b81277d0465,Chef,Internal error (crash),Missing system operations,Independent,Insensitive,All,State agnostic,,,Valid configuration fails,Code
https://github.com/sous-chefs/squid/issues/72,https://github.com/sous-chefs/squid/pull/83,Chef,External configuration failure,Compatibility issue with the OS/platform,Debian,Debian,Debian;Ubuntu;CentOS;FreeBSD,State agnostic,,,Valid configuration fails,Configuration
https://github.com/sous-chefs/nodejs/issues/85,https://github.com/sous-chefs/nodejs/pull/86,Chef,External configuration failure,Bugs related to hardcoded values,Independent,Insensitive,All,State agnostic,,args (nodejs),Valid configuration fails,Configuration
https://github.com/sous-chefs/java/issues/481,https://github.com/sous-chefs/java/pull/486,Chef,Internal error (crash),Incorrect conversion/serialization of system state,Independent,Insensitive,Ubuntu;Debian;CentOS;RedHat;Fedora;Amazon Linux,State agnostic,,version (java);args (java),Valid configuration fails,Configuration
https://github.com/sous-chefs/consul/issues/239,https://github.com/sous-chefs/consul/commit/94d9ca094162b1fedc0f282516d34ccb4ebc1127,Chef,Internal error (crash),Bugs related to hardcoded values,Independent,Insensitive,CentOS;Ubuntu;Debian;Windiws;RedHat,State agnostic,,,Other/Domain-specific oracle,Configuration
https://github.com/sous-chefs/docker/issues/1180,https://github.com/sous-chefs/docker/pull/1181,Chef,Idempotency issue,Incorrect identification of current system state,Independent,Insensitive,Amazon Linux;Debian;Fedora;Ubuntu;CentOS,Managed state,mulitple execution;,args (docker);docker,Task execution mismatch,Code
https://github.com/sous-chefs/openssh/issues/118,https://github.com/sous-chefs/openssh/pull/120,Chef,Misconfiguration,Incorrect command construction/execution,Independent,Insensitive,Windows,State agnostic,,args (ssh),Service does not work properly,Configuration
https://github.com/sous-chefs/iis/issues/279,https://github.com/sous-chefs/iis/pull/283,Chef,Idempotency issue,Incorrect identification of system state deviations,Independent,Insensitive,All,Managed state,multiple execution,auth;args (iis);timestamp;version (iis),Task execution mismatch,Code
https://github.com/sous-chefs/php/issues/242,https://github.com/sous-chefs/php/pull/245,Chef,Misconfiguration,Incorrect identification of current system state,Independent,Insensitive,Ubuntu;Debian;CentOS,State agnostic,,package;args (php),Examing installed packages,Code
https://github.com/sous-chefs/filesystem/issues/99,https://github.com/sous-chefs/filesystem/pull/100,Chef,Misconfiguration,Incorrect identification of current system state,Independent,Insensitive,All,Unmanaged state,multiple execution; file (volume),file,Task execution mismatch,Code
https://github.com/sous-chefs/tomcat/issues/228,https://github.com/sous-chefs/tomcat/pull/229,Chef,Misconfiguration,Template bugs,Independent,Insensitive,Fedora;Ubuntu;CentOS;Debian;RedHat,State agnostic,,,Service does not work properly,Configuration
https://github.com/sous-chefs/openvpn/issues/183,https://github.com/sous-chefs/openvpn/pull/184,Chef,External configuration failure,Compatibility issue with the OS/platform,Debian,Debian (version),Fedora;Ubuntu;CentOS;Debian;RedHat;FreeBSD,State agnostic,,,Valid configuration fails,Configuration
https://github.com/ansible/ansible/issues/67303,https://github.com/ansible/ansible/pull/67312/files,Ansible,Internal error (crash),Compatibility issue with dependency,cloud (VMware ESXi),Insensitive,,Unmanaged state,PL (version); service (vmware),host;IP;args (firewall);auth;network,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/27722,https://github.com/ansible/ansible/pull/46593,Ansible,External configuration failure,Compatibility issue with dependency,Independent,Insensitive,,Unmanaged state,"package (OS, version); service (kibana)",package (kibana plugin),Valid configuration fails,Code
https://github.com/ansible/ansible/issues/30578,https://github.com/ansible/ansible/pull/30604,Ansible,Internal error (crash),Resilience bugs,cloud (aws),Insensitive,,Unmanaged state,"object (cloud, account)",cloud;args (aws),Valid configuration fails,Code
https://github.com/ansible/ansible/issues/39465,https://github.com/ansible/ansible/pull/42973,Ansible,Misconfiguration,Incorrect identification of system state deviations,Independent,Insensitive,,Managed state,multiple run; service (dns),IP;service update;network;args (nsupdate),Other/Domain-specific oracle,Code
https://github.com/ansible/ansible/issues/28487,https://github.com/ansible/ansible/pull/28488,Ansible,Internal error (crash),Incorrect identification of system state deviations,Independent,Insensitive,,Managed state,file (pamd),file;filepath;hostname,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/21632,https://github.com/ansible/ansible/pull/21693,Ansible,Internal error (crash),Incorrect conversion/serialization of user input,Independent,Insensitive,,Managed state,service (firewalld); object (firewalld zone),args (firewall);network,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/28299,https://github.com/ansible/ansible/pull/28682,Ansible,External configuration failure,Incorrect identification of current system state,device (Cisco NXos),Insensitive,,Unmanaged state,object (interface),interface;network,Valid configuration fails,Code
https://github.com/ansible-collections/ibm_zos_core/issues/193,https://github.com/ansible-collections/ibm_zos_core/pull/194,Ansible,Internal error (crash),Resilience bugs,z/OS,Insensitive,,State agnostic,,command (TSO),Valid configuration fails,Code
https://github.com/ansible-collections/community.general/issues/1086,https://github.com/ansible-collections/community.general/pull/3896,Ansible,Misconfiguration,Incorrect command construction/execution,Independent,Insensitive,,State agnostic,,args(nmcli);interface;network,Other/Domain-specific oracle,Code
https://github.com/ansible/ansible/issues/45101,https://github.com/ansible/ansible/pull/45122,Ansible,External configuration failure,Incorrect conversion/serialization of system state,Independent,Insensitive,,Unmanaged state,file (archive),file;username (linux);filepath;URL,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/34168,https://github.com/ansible/ansible/pull/37901,Ansible,External configuration failure,Incorrect command construction/execution,Windows,Windows,,Unmanaged state,file (name),file;filepath,Valid configuration fails,Code
https://github.com/ansible-collections/community.proxysql/issues/71,https://github.com/ansible-collections/community.proxysql/pull/77,Ansible,External configuration failure,Compatibility issue with dependency,Independent,Insensitive,,Unmanaged state,"package (OS, version); service (db); object (db)",auth;db,Valid configuration fails,Code
https://github.com/ansible-collections/vyos.vyos/issues/201,https://github.com/ansible-collections/vyos.vyos/pull/203,Ansible,Misconfiguration,Incorrect command construction/execution,device (VyOS),Insensitive,,Managed state,object (firewall rule),args (firewall);network,Other/Domain-specific oracle,Code
https://github.com/ansible/ansible/issues/55476,https://github.com/ansible/ansible/pull/57715,Ansible,Misleading report,Resilience bugs,Independent,Insensitive,,State agnostic,,args (systemd);glob,Improprer diagnostic message,Code
https://github.com/ansible/ansible/issues/20307,https://github.com/ansible/ansible/pull/22363,Ansible,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,Unmanaged state,file (name),file;filepath,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/26897,https://github.com/ansible/ansible/pull/28311,Ansible,Internal error (crash),Incorrect identification of system state deviations,Independent,Insensitive,,Unmanaged state,file (hardlink),file;filepath;permissions,Valid configuration fails,Code
https://github.com/ansible-collections/community.general/issues/656,https://github.com/ansible-collections/community.general/pull/659,Ansible,External configuration failure,Incorrect command construction/execution,Independent,Insensitive,,Unmanaged state,service (db); object (db),auth;args (postgresql);hostname;db,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/44857,https://github.com/ansible/ansible/pull/44868,Ansible,External configuration failure,Incorrect conversion/serialization of system state,Independent,Insensitive,,Unmanaged state,file (remote),uri (file);URL,Valid configuration fails,Code
https://github.com/ansible/ansible/issues/42511,https://github.com/ansible/ansible/pull/42557,Ansible,Internal error (crash),Incorrect identification of current system state,device (Cisco IOS),Insensitive,device (Cisco IOS),Unmanaged state,file (ACL config),interface;network,Valid configuration fails,Code
https://github.com/aristanetworks/avd/issues/1890,https://github.com/aristanetworks/avd/pull/1891/files,Ansible,Misconfiguration,Template bugs,device (FortiOS),Insensitive,,State agnostic,,IP;args (bgp);network,Examining file system state,Configuration
https://github.com/saz/puppet-locales/issues/53,https://github.com/saz/puppet-locales/pull/54,Puppet,Misconfiguration,Bugs related to hardcoded values,Archlinux,Archlinux,,State agnostic,,file;locales,Other/Domain-specific oracle,Configuration
https://github.com/voxpupuli/puppet-collectd/issues/971,https://github.com/voxpupuli/puppet-collectd/pull/972,Puppet,Misconfiguration,Template bugs,Independent,Insensitive,RedHat;Ubuntu;Debian;Linux;CentOS;FreeBSD,Unmanaged state,service (collectd); service (db); object (db),port;service  connection;hostname,Examining file system state,Configuration
https://github.com/smoeding/puppet-bind/issues/3,https://github.com/smoeding/puppet-bind/commit/e5f9aa384c8f1e5e48e7f6d729cc7eb66fe49703,Puppet,External configuration failure,Compatibility issue with the OS/platform,Debian,Debian (version),,State agnostic,,,Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-grafana/issues/278,https://github.com/voxpupuli/puppet-grafana/pull/314,Puppet,External configuration failure,Bugs related to hardcoded values,Debian,Debian,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-jenkins/issues/362,https://github.com/voxpupuli/puppet-jenkins/pull/396,Puppet,External configuration failure,Bugs related to hardcoded values,Independent,Insensitive,,Unmanaged state,service (jenkins); file (jenkins conf),file,Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-nodejs/issues/421,https://github.com/voxpupuli/puppet-nodejs/pull/422,Puppet,External configuration failure,Compatibility issue with the OS/platform,Ubuntu,Ubuntu (version),,State agnostic,,package (node.js);version (nodejs),Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-network/issues/267,https://github.com/voxpupuli/puppet-network/pull/290,Puppet,Internal error (crash),Incorrect conversion/serialization of user input,Independent,Insensitive,RedHat;Ubuntu;Debian;Linux;CentOS;FreeBSD;Solaris,State agnostic,,IP;network settings;interface;network,Valid configuration fails,Code
https://github.com/voxpupuli/puppet-nginx/issues/572,https://github.com/voxpupuli/puppet-nginx/pull/608,Puppet,Internal error (crash),Invalid DSL,Independent,Insensitive,,Unmanaged state,service (ngnix); file (nginx config),port;uri;file;filepath;URL,Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-pkgng/issues/77,https://github.com/puppetlabs/puppet/pull/5285,Puppet,Performance issue,Resilience bugs,FreeBSD,FreeBSD,,Managed state,"package (OS, repo)",package (pkgng),Non termination/High memory usage,Code
https://github.com/voxpupuli/puppet-telegraf/issues/167,https://github.com/voxpupuli/puppet-telegraf/pull/197,Puppet,External configuration failure,Bugs related to hardcoded values,Ubuntu,Ubuntu,,State agnostic,,,Valid configuration fails,Configuration
https://github.com/alup/puppet-rbenv/issues/80,https://github.com/alup/puppet-rbenv/pull/106,Puppet,Idempotency issue,Incorrect command construction/execution,Independent,Insensitive,,Managed state,multiple execution; PL (version),file;version;filepath;package;username,Task execution mismatch,Code
https://github.com/voxpupuli/puppet-collectd/issues/926,https://github.com/voxpupuli/puppet-collectd/pull/927,Puppet,Misconfiguration,Compatibility issue with the OS/platform,RedHat/CentOS,RedHat/CentOS,RedHat;Ubuntu;Debian;Linux;CentOS;FreeBSD,State agnostic,,regex,Examining file system state,Configuration
https://github.com/voxpupuli/puppet-splunk/issues/186,https://github.com/voxpupuli/puppet-splunk/pull/191,Puppet,External configuration failure,Compatibility issue with dependency,Independent,Insensitive,,Managed state,"service (splunk); package (OS, version)",package (splunk);version (splunk),Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-alternatives/issues/18,https://github.com/voxpupuli/puppet-alternatives/pull/30,Puppet,External configuration failure,Compatibility issue with the OS/platform,RedHat,Insensitive,,Unmanaged state,"file (/etc/alternatives/..., exists)",file;filepath;args (alternatives),Valid configuration fails,Code
https://github.com/puppetlabs/puppetlabs-package/issues/236,https://github.com/puppetlabs/puppetlabs-package/pull/237,Puppet,Misleading report,Incorrect command construction/execution,RedHat/CentOS,RedHat/CentOS,,State agnostic,,package;version,Improprer diagnostic message,Code
https://github.com/voxpupuli/puppet-gitlab_ci_runner/issues/35,https://github.com/voxpupuli/puppet-gitlab_ci_runner/pull/53,Puppet,External configuration failure,Missing system operations,Independent,Insensitive,,Managed state,file (gitlab config),,Valid configuration fails,Configuration
https://github.com/voxpupuli/puppet-selinux/issues/90,https://github.com/voxpupuli/puppet-selinux/pull/92,Puppet,Idempotency issue,Incorrect command construction/execution,Independent,Insensitive,,Managed state,multiple execution,uri,Task execution mismatch,Configuration
https://github.com/voxpupuli/puppet-nftables/issues/69,https://github.com/voxpupuli/puppet-nftables/pull/70,Puppet,Misconfiguration,Template bugs,Independent,Insensitive,,State agnostic,,port;network,Examining file system state,Configuration
